Intel Xeon E5-2609 v3,S2 2014
Intel Xeon E5-2609 v2,S1 2014
Intel Core 2 Duo P8700,S1 2009
AMD Phenom II X4 B95,S1 2010
Intel Pentium G3420,S1 2013
Intel Xeon E5-2620,S1 2016
AMD Phenom II X4 B97,S1 2010
Intel Celeron 450,S1 2009
AMD A12-9800,S2 2016
Intel Atom D510,S1 2010
Intel Xeon X3450,S2 2009
Intel Core i7-5950HQ,S1 2015
AMD FX - 770K,S2 2014
AMD C-50,S1 2011
Intel Core 2 Quad Q6700,S2 2008
Intel Pentium SU4100,S1 2009
Intel Xeon X3210,S2 2008
Intel Atom D525,S1 2010
AMD Phenom II X4 N970,S2 2010
Intel Pentium N3700,S1 2015
AMD Sempron 3850,S1 2014
AMD Athlon II X4 559,S1 2013
Intel Xeon E5-2620 v2,S1 2013
Intel Pentium 2127U,S1 2013
Intel Xeon E5-2609,S1 2016
Intel Xeon E3-1276 v3,S1 2014
Intel Xeon X3440,S2 2009
Intel Core i3-5020U,S1 2015
Intel Xeon E3-1220 v3,S1 2011
Intel Xeon E3-1220 v2,S1 2012
AMD A8-3530MX,S1 2011
Intel Xeon E5-2620 v4,S1 2016
Intel Xeon E5-2620 v3,S2 2014
AMD Phenom X3 8450,S1 2008
Intel Atom x5-Z8350,S1 2016
AMD FX-9590,S1 2013
Intel Xeon E5-2603,S1 2016
Intel Xeon W-2150B,S1 2018
AMD Phenom X4 9600B,S1 2008
Intel Xeon E5-1620 v3,S1 2014
Intel Core M-5Y10a,S1 2015
Intel Core i3-370M,S1 2010
Intel Xeon E5-1620 v2,S1 2013
Intel Core i7-3820QM,S1 2012
Intel Core M-5Y10c,S1 2015
Intel Xeon E5-1620 v4,S1 2016
Intel Core i7-3635QM,S1 2012
Intel Xeon X3430,S2 2009
Intel Core i5-8600K,S2 2017
Intel Xeon E3-1545M v5,S1 2016
Intel Core i7-2600,S2 2010
AMD A6-3670,S1 2012
Intel Pentium G2120,S2 2012
Intel Core i5-4460S,S1 2014
Intel Atom N450,S1 2010
Intel Core 2 Duo T6570,S1 2009
Intel Core i3-3110M,S1 2012
Intel Pentium 3805U,S1 2015
Intel Core 2 Duo T9600,S1 2009
Intel Pentium D 820/915/920,S1 2005
Intel Atom N455,S1 2010
Intel Pentium P6200,S2 2010
AMD A8-5600K,S2 2012
AMD Phenom X4 9650,S1 2008
Intel Core i3-4005U,S1 2014
Intel Pentium G3460,S1 2014
Intel Core i5-4460T,S1 2014
Intel Core i5-680,S1 2010
Intel Pentium G2130,S1 2013
Intel Xeon E5-2660 v2,S1 2014
Intel Celeron G555,S1 2012
Intel Core 2 Duo U9400,S1 2009
AMD A10-9700,S2 2016
AMD A10-6790K,S2 2013
Intel Core i5-2390T,S1 2011
AMD Athlon II X2 280,S1 2013
Intel Celeron E3200,S1 2009
Intel Celeron N3160,S1 2016
Intel Core i5-4570R,S1 2013
Intel Core i5-4570S,S1 2013
AMD Phenom II X6 1090T Black Edition,S1 2010
Intel Pentium G3220,S1 2013
Intel Core 2 Duo T5250,S2 2008
AMD FX-9370,S1 2013
Intel Xeon E3-1230 v3,S1 2013
Intel Xeon E3-1230 v5,S1 2016
Intel Celeron U3600,S1 2011
Intel Core M-5Y10,S1 2015
Intel Pentium G4560,S1 2017
Intel Core i5-670,S1 2010
Intel Core i5-4570T,S1 2013
AMD E2-3200,S2 2011
Intel Atom x7-Z8750,S1 2017
AMD Athlon 64 X2 3600+,S2 2008
Intel Pentium 987,S1 2012
Intel Celeron N3150,S1 2015
Intel Core i3-2350M,S2 2011
Intel Atom Z3775,S1 2015
Intel Pentium G3430,S2 2013
AMD Phenom II X4 N930,S1 2010
Intel Xeon E5-2637 v2,S1 2014
Intel Core 2 Duo T7400,S1 2010
Intel Xeon E5-2637 v4,S1 2016
Intel Pentium E5800,S1 2012
Intel Xeon E5-1650 v4,S1 2016
Intel Xeon E5-1650 v3,S2 2014
Intel Xeon E5-1650 v2,S1 2013
Intel Core i5-5575R,S2 2015
Intel Pentium 2030M,S2 2013
Intel Core i5-5200U,S2 2014
Intel Pentium 997,S2 2012
Intel Core i5-661,S1 2010
Intel Core i5-660,S1 2015
AMD A10-7300,S1 2014
AMD Opteron 6276,S1 2013
Intel Celeron T1600,S1 2009
Intel Atom x5-Z8550,S1 2016
Intel Core i3-3220T,S1 2012
Intel Pentium G6951,S1 2011
Intel Pentium G6950,S1 2010
Intel Core i7-2637M,S2 2011
Intel Core 2 Duo T5470,S1 2009
AMD A4-3300,S2 2011
AMD A8 PRO-7150B,S1 2014
Intel Core i7-4700MQ,S1 2013
Intel Pentium G3450,S1 2014
Intel Core i5-650,S1 2015
Intel Xeon E5-2687W,S1 2016
AMD PRO A12-8800B,S1 2015
AMD A6-3400M,S1 2011
Intel Core 2 Extreme Q6800,S2 2008
Intel Pentium G3258,S1 2014
Intel Pentium N3520,S1 2014
Intel Xeon E5-1607 v2,S1 2014
AMD E1-1500,S1 2013
Intel Xeon E5-2650 v2,S1 2013
Intel Xeon E5-2650 v3,S1 2014
Intel Core 2 Extreme X9100,S2 2008
Intel Celeron 1037U,S1 2013
AMD A6-1450,S1 2013
Intel Core i3-3130M,S1 2013
Intel Core 2 Duo T9400,S1 2009
Intel Xeon E5-2650 v4,S1 2016
Intel Atom x5-Z8300,S1 2015
Intel Core 2 Duo E4600,S2 2008
Intel Core i5-3350P,S2 2012
Intel Pentium G3260,S1 2015
Intel Core i7-6660U,S1 2016
Intel Pentium N3510,S2 2013
Intel Core i7-2700K,S2 2011
Intel Xeon E3-1265L v3,S1 2012
Intel Xeon E3-1265L v2,S1 2012
Intel Celeron G530,S1 2011
Intel Core i7-3740QM,S1 2012
Intel Core i5-2500,S2 2010
Intel Celeron 3215U,S1 2016
AMD Phenom II X4 975 Black Edition,S1 2011
Intel Xeon E5-2696 v3,S1 2015
AMD Phenom X3 8400,S1 2008
Intel Xeon E5-2696 v4,S1 2016
Intel Core i5-4590T,S1 2014
AMD A6-3620,S1 2012
Intel Xeon E3-1240 v3,S1 2013
AMD Ryzen 5 1500X,S1 2017
Intel Xeon E3-1240 v2,S1 2012
Intel Core i5-4590S,S1 2014
Intel Xeon E3-1240 v5,S2 2015
Intel Core i3-4000M,S1 2013
Intel Core M-5Y51,S1 2015
Intel Pentium N3540,S2 2014
Intel Core i7-4700HQ,S1 2013
Intel Celeron N3350,S2 2016
Intel Pentium D 840/935/940,S1 2005
Intel Core i5-4288U,S1 2013
AMD A6-3650,S1 2011
Intel Core i3-2370M,S1 2012
Intel Celeron G540,S2 2011
AMD Phenom II X2 555 Black Edition,S1 2010
Intel Core 2 Duo T7200,S1 2007
AMD Phenom II X4 B25,S2 2009
Intel Core i3-4330T,S1 2014
AMD A10-9600P,S1 2016
Intel Core i7-4800MQ,S1 2013
Intel Pentium 3560Y,S2 2013
Intel Core i7-7660U,S1 2017
Intel Pentium G3240,S1 2014
AMD Phenom II X2 545,S1 2009
Intel Core i7-3940XM,S2 2012
Intel Core i3-5005U,S1 2015
Intel Pentium N3530,S1 2014
Intel Core i7-2617M,S1 2011
Intel Core 2 Duo T5270,S2 2008
AMD Phenom II X4 B35,S2 2009
Intel Core i3-3240T,S1 2012
Intel Celeron G550,S1 2012
Intel Core i7-4702MQ,S1 2013
AMD A10-7860K,S1 2016
Intel Core i5-6200U,S1 2015
Intel Core 2 Duo T8300,S2 2008
Intel Pentium D 830/925/930,S1 2005
AMD A10-7400P,S2 2014
Intel Core i3-330M,S1 2010
Intel Core i5-4350U,S1 2013
Intel Pentium G3250,S1 2014
Intel Pentium 967,S1 2012
Intel Pentium G2030T,S1 2014
AMD Phenom II X4 805,S1 2009
Intel Xeon E5649,S1 2011
Intel Celeron N3450,S2 2016
Intel Core i5-4202Y,S1 2014
Intel Core 2 Duo P9300,S1 2009
Intel Celeron 1017U,S1 2013
Intel Core i5-2310,S1 2011
AMD Phenom II X4 965 Black Edition,S1 2009
Intel Xeon E5-2697 v4,S1 2016
Intel Xeon E5-2697 v3,S1 2014
Intel Core i3-7300,S1 2017
Intel Core i5-3330S,S1 2012
Intel Pentium T2370,S2 2008
Intel Pentium 4 519K/524,S2 2004
AMD A10-7800,S1 2014
Intel Xeon E5-2697 v2,S1 2013
Intel Xeon E3-1226 v3,S1 2014
Intel Core i3-8350K,S2 2017
AMD Phenom II X4 810,S1 2009
Intel Xeon E5410,S1 2009
AMD E1-2100,S1 2013
AMD Athlon X4 740,S2 2012
AMD E-350D,S1 2013
Intel Core i7-4960HQ,S1 2013
Intel Core 2 Extreme X9650,S2 2008
Intel Pentium E6700,S1 2010
Intel Xeon L5520,S1 2010
Intel Core i7-8700K,S2 2017
AMD A6-3430MX,S1 2012
Intel Core 2 Duo T6500,S1 2009
Intel Core i5-2300,S1 2011
Intel Core i5-580M,S1 2010
AMD A4-5300,S2 2012
Intel Core 2 Duo E6700,S2 2006
Intel Pentium T4300,S1 2009
AMD A10-6700,S1 2013
Intel Xeon E5405,S1 2009
AMD A8-7410,S1 2015
Intel Xeon E5645,S1 2011
AMD Athlon X2 5400B,S1 2008
AMD Phenom II X4 820,S2 2009
Intel Xeon E5640,S1 2010
Intel Core i7-6567U,S1 2016
Intel Atom x7-Z8700,S1 2015
AMD Athlon II X2 B24,S1 2010
AMD E-350,S2 2012
AMD Athlon II X2 B22,S1 2010
Intel Core i3-3217U,S1 2012
Intel Pentium E5400,S1 2009
Intel Core i5-450M,S1 2010
Intel Core 2 Duo T7800,S1 2009
AMD A9-9410,S1 2016
AMD A4-4000,S1 2013
Intel Core i5-3570S,S1 2012
Intel Pentium T3200,S1 2009
Intel Core i5-3570T,S1 2012
Intel Pentium E2140,S2 2008
AMD Turion X2 Ultra ZM-84,S1 2009
Intel Core i5-3570K,S1 2012
Intel Celeron SU2300,S2 2009
AMD Phenom II X4 830,S1 2010
Intel Core 2 Duo U7600,S1 2009
Intel Xeon E5630,S1 2010
Intel Core i7-6650U,S2 2015
Intel Pentium G630T,S2 2011
Intel Celeron T3500,S2 2010
AMD A12-9700P,S1 2016
Intel Core i5-6600K,S1 2015
Intel Core 2 Extreme Q9300,S2 2008
AMD Athlon II Neo K325,S1 2010
Intel Core 2 Duo T5870,S2 2008
Intel Pentium 4 531/630,S1 2004
Intel Core i5-6600T,S2 2015
Intel Core i5-2320,S1 2011
Intel Core 2 Duo E4500,S2 2008
AMD Phenom II X4 840,S2 2010
AMD Athlon X2 370K,S2 2013
