AMD Ryzen 3 PRO 1300 ,2017 2 Semester
Intel Core i5-5575R,2015 1 Semester
Intel Core i3-4330,2013 2 Semester
AMD Athlon 64 X2 5800+,2008 1 Semester
Intel Core i3-3245,2013 1 Semester
Intel Core i5-7500T,2017 1 Semester
AMD Athlon 64 X2 5050e,2008 2 Semester
Intel Core i5-661,2010 1 Semester
Intel Core i5-660,2010 1 Semester
Intel Core i9-7980XE,2017 2 Semester
Intel Core i3-3240,2012 2 Semester
AMD Phenom II X2 565 BE,2010 2 Semester
Intel Celeron E3300,2009 2 Semester
Intel Celeron G470,2013 1 Semester
Intel Pentium G6951,2010 2 Semester
Intel Core i3-3220T,2012 2 Semester
Intel Pentium G6950,2010 1 Semester
Intel Pentium G3440,2014 1 Semester
Intel Core i7-3930K,2011 2 Semester
AMD A4-3300,2011 2 Semester
AMD A8-3870K,2011 2 Semester
AMD A4-3420,2012 1 Semester
Intel Core i3-2120T,2011 2 Semester
AMD PRO A6-8570E,2016 2 Semester
AMD FX-8120 ,2012 1 Semester
AMD Phenom X3 8450e,2008 2 Semester
Intel Celeron G465,2012 2 Semester
Intel Pentium G3450,2014 1 Semester
Intel Core i5-650,2010 1 Semester
Intel Pentium G3260T,2015 1 Semester
Intel Core i7-2600S,2011 1 Semester
Intel Core 2 Quad Q6600,2007 1 Semester
Intel Celeron J1850,2013 2 Semester
AMD A8-3800,2011 2 Semester
Intel Pentium G3258,2014 1 Semester
AMD Phenom II X3 705e,2009 1 Semester
Intel Pentium E5700,2010 2 Semester
Intel Celeron G3900T,2015 2 Semester
Intel Core 2 Duo E4600,2007 2 Semester
Intel Core i5-3350P,2012 2 Semester
AMD A4-3450,2012 2 Semester
AMD PRO A12-9800,2016 2 Semester
Intel Pentium G3260,2015 1 Semester
Intel Core i3-3250T,2013 1 Semester
Intel Pentium G640T,2012 1 Semester
Intel Core i7-2700K,2011 2 Semester
Intel Celeron G530,2011 2 Semester
Intel Pentium E6300 ,2009 1 Semester
Intel Core i5-2500,2011 1 Semester
Intel Core i5-6585R,2016 1 Semester
Intel Core i5-3470T,2012 1 Semester
AMD A10-7870K,2015 1 Semester
AMD Phenom X3 8400,2008 1 Semester
Intel Core i5-3470S,2012 1 Semester
Intel Core i5-4590T,2014 1 Semester
AMD A6-3620,2012 1 Semester
AMD A6-3500,2011 2 Semester
Intel Core i5-4590S,2014 1 Semester
AMD Ryzen 5 1500X,2017 1 Semester
AMD Athlon X2 7850,2009 1 Semester
AMD A10-9700E,2016 2 Semester
Intel Core i5-2380P,2012 1 Semester
AMD A8-3820,2012 1 Semester
Intel Celeron G1820T,2013 2 Semester
AMD A6-3650,2011 2 Semester
